17.54
17.73
17.73
18.17
18.43
18.48
18.52
18.82
18.83
18.86
19.03
19.15
19.15
19.42
19.74
19.8
19.81
19.91
19.95
20.02
20.13
20.13
20.23
20.26
20.28
20.41
20.53
20.58
20.72
20.77
20.79
20.98
21.04
21.49
21.52
21.56
21.64
21.64
21.8
21.87
21.91
22.19
22.31
22.85
22.99
23.04
23.18
23.21
23.27
23.4
23.42
23.49
23.6
23.63
23.67
23.7
23.76
23.76
23.83
23.91
23.99
24.14
24.34
24.64
24.76
24.96
25
25.39
25.41
25.8
26.23
26.26
26.32
26.64
27.14
27.19
27.41
27.48
27.6
27.65
27.75
27.78
28.12
28.13
28.18
28.4
28.47
28.55
28.57
28.79
28.97
29.37
30.15
31.95
33.45
34.34
34.56
35.17
35.61
37.62
39.26
