51.68,105.95
49.01,139.27
52.87,171.17
60.55,203.37
75.29,230.33
96.19,251.88
121.05,268.54
149.95,273.82
178.7,268.89
203.5,252.65
224.49,231.33
239.52,204.42
247.52,171.98
251.6,140
249.04,106.7
227.87,87.2
212.16,80.35
189.08,80.76
170.56,84.2
72.78,86.82
88.63,79.82
111.99,80.39
130.56,83.99
86.07,106.78
104.45,98.74
123.79,107.33
104.27,111.55
104.84,104.38
215.02,107.4
196.86,99.19
177.33,107.58
196.9,112.01
196.55,104.83
150.58,100.62
129.04,147.22
120.56,162.06
128.5,172.39
150.41,176.41
172.28,172.58
180.29,162.34
171.99,147.39
150.55,131.43
134.82,166.98
166.15,167.15
112.01,205.25
125.7,197.2
140.2,194.42
150.35,196.68
160.48,194.52
174.84,197.42
188.26,205.64
178.17,213.54
165.85,218.61
150.2,220.07
134.47,218.44
122.1,213.26
131.67,205.63
150.23,207.2
168.72,205.83
168.75,203.55
150.27,204.34
131.7,203.39
150.56,160.5
93.83,101.01
115.72,100.83
114.39,109.99
94.32,110.06
207.42,101.57
185.56,101.17
186.77,110.33
206.81,110.61
