47.41,113.61
43.44,146.59
46.65,177.85
54.23,207.68
69.2,234.55
92.88,254.61
122.22,268.11
152.33,271.83
182.54,267.54
212.5,254.13
236.92,233.79
252.55,206.23
259.85,174.68
261.79,142.53
256.22,109.18
227.29,77.64
211.47,70.63
188.96,71.87
171.33,76.76
72.46,81.51
86.77,73.88
108.91,74
126.59,77.91
84.92,108.63
102.39,99.09
122.31,106.58
103.15,112.31
103.45,105.41
215.23,105.38
196.74,96.69
177.47,105.23
196.83,109.99
196.23,103.09
149.33,97.03
128.56,137.88
119.56,153.05
128.27,163.62
150.71,165.28
173.5,162.63
181.88,151.74
171.93,136.81
149.58,122.32
136.4,156.95
164.57,156.1
111.44,199.44
125.97,189.42
141.14,184.98
150.93,187.07
160.73,184.49
176.32,188.27
191.85,197.67
180.6,205.31
167.33,209.54
151.31,211.1
135.34,210.27
122.31,206.54
131.8,197.77
151.07,197.81
170.64,196.87
170.59,194.95
151.11,195.1
131.98,195.87
149.9,146.04
92.08,102.16
113.7,100.74
113.2,110.15
93.31,111.35
207.47,99.25
185.56,99
186.62,108.29
206.68,108.57
