55.38,105.51
53.27,138.03
57.46,169.23
65.47,200.58
80.03,226.78
100.34,247.66
124.22,263.95
152.34,269.12
180.57,263.75
204.57,247.36
224.79,226.26
239.14,199.83
246.75,168.2
250.53,136.94
248.03,104.44
227.17,84.98
211.81,77.87
188.88,78.76
170.73,82.67
75.02,85.44
89.96,78.29
112.74,79
130.87,82.77
87.49,106.58
105.21,98.39
124.39,106.83
105.21,111.42
105.73,104.26
214.79,106.1
196.76,98.07
177.76,106.66
196.92,111.08
196.28,103.94
150.94,99.68
130.25,144.68
121.63,159.41
129.52,169.56
151.35,173.34
173.31,169.39
181.18,159.1
172.32,144.47
151.05,129.38
135.77,164.07
166.9,163.9
114.32,202.25
127.78,194.93
141.74,192.1
151.55,194.17
161.38,192.02
175.52,194.74
189.31,201.96
179.53,210.26
167.3,215.64
151.74,217.35
136.22,215.73
124.11,210.46
133.64,203.21
151.69,204.72
169.79,203.1
169.73,200.95
151.65,201.95
133.61,201.09
151.15,157.5
94.86,100.77
116.34,100.46
115.21,109.68
95.47,109.92
207.21,100.36
185.69,100.22
186.92,109.42
206.72,109.52
