53.47,105.2
50.72,137.63
54.26,168.81
61.56,200.36
75.85,227.03
96.78,247.8
121.83,263.59
150.7,268.65
180.03,263.72
205.99,248.03
227.57,227.19
242.24,200.34
249.63,168.63
253.11,137.41
250.31,104.97
228.08,85.46
212.37,78.04
189,78.48
170.62,82.08
74.04,85.29
89.3,77.96
112.45,78.4
130.74,82.03
86.63,106.16
104.56,98.13
124.05,105.86
104.68,110.53
105.15,103.69
215.31,106.22
197.07,98.18
177.74,105.95
197.07,110.6
196.62,103.75
150.64,98.22
129.14,141.54
120.48,156.29
128.38,166.52
150.41,169.83
172.82,166.59
180.83,156.3
172,141.56
150.38,126.53
135.12,160.7
165.74,160.65
112.25,200.02
126,191.76
140.48,188.61
150.42,190.82
160.44,188.63
175.15,191.82
189.36,200.09
179.12,208.15
166.48,213.07
150.44,214.5
134.54,213.03
122.22,208.08
131.85,200.43
150.47,201.71
169.28,200.46
169.27,198.02
150.47,198.57
131.86,197.97
150.17,153.29
94.17,100.5
115.79,99.94
114.79,108.77
94.87,109.2
207.57,100.55
185.88,100.01
186.95,108.84
206.94,109.28
