47.3,117.89
43,151.71
45.22,182.45
52.04,213.52
66.18,241.48
89.46,262.92
118.76,278.26
150.65,283.2
183.77,278.61
215.33,263.86
240.55,242.52
255.93,214.16
262.71,182.31
264.61,151.35
259.57,117.19
228.08,87.94
212.14,79.4
188.06,77.14
169.36,79.2
72.79,88.05
86.97,79.67
110.2,77.33
128.53,79.28
85.59,108.64
103.13,99.08
122.26,106.44
103.55,111.71
103.61,104.88
215.48,108.35
196.97,98.85
178.11,106.38
196.74,111.52
196.97,104.69
148.95,96.24
126.7,139.24
116.24,155.99
125.06,167.41
148.29,168.71
173.23,167.44
182.32,155.76
171.22,139.09
148.05,123.39
133.08,159.44
163.81,159.14
109.7,207.86
123.81,197.78
138.93,193.47
149.24,196.13
159.7,193.45
176.05,197.72
192.19,207.88
181.32,215.66
166.95,220
149.81,220.91
133.22,219.9
119.96,215.58
130.25,207.08
149.82,207.76
170.24,207.17
169.75,204.07
149.5,203.9
130.12,204.07
147.35,148.66
92.87,102.04
114.24,100.82
113.42,109.59
94.03,110.72
207.57,101.77
185.9,100.66
186.86,109.46
206.52,110.5
