49.75,107.89
46.26,141.68
49.92,173.81
58.01,206.33
72.9,233.7
94.66,255.56
121.14,271.93
150.61,277.33
180.34,271.95
207.4,255.97
229.85,234.68
245.48,207.82
254.01,175.31
258,142.98
254.5,108.43
228.08,83.58
213.2,76.33
190.33,75.54
172.22,78.58
74.81,84.05
89.27,76.86
111.94,75.99
130.01,78.89
88.02,106.26
105.68,97.23
124.16,106.46
105.64,111.61
106.01,103.62
214.85,105.87
197.09,96.87
178.53,106.22
197.18,111.36
197.09,103.31
150.92,98.7
129.77,146.89
120.1,162.83
128.7,173.87
150.42,177.19
172.61,173.84
181.29,162.82
171.49,146.86
150.52,130.6
135.13,167.92
165.7,167.78
113.73,209.44
127.39,202.42
140.95,199.5
150.34,201.93
159.72,199.45
173.52,202.31
187.74,209.3
177.94,217.88
165.54,223.62
150.32,225.35
135.3,223.73
123.12,218.01
132.97,209.98
150.37,211.49
168,209.85
167.84,208.76
150.35,209.42
133.15,208.8
150.18,160.17
95.35,99.84
116.61,99.61
115.39,109.65
95.94,109.86
207.49,99.45
186.11,99.33
187.35,109.42
206.88,109.54
