55.68,105.62
51.81,138.77
54.81,171.07
61.62,204.15
75,232.73
94.61,255.71
118.33,273.24
146.79,279.08
177.15,274.62
204.91,258.62
228.57,236.77
245.31,208.52
254.08,175.05
258.19,142.34
255.13,108.23
230.98,88.42
214.46,80.65
190.05,81.1
171.19,84.88
74.92,86.66
89.58,79.86
112.64,80.78
130.95,84.79
86.93,107.1
104.69,98.91
124.52,106.83
104.81,111.61
105.43,104.65
216.87,108.03
198.09,99.46
178.61,107.3
198.09,112.28
197.79,105.25
150.42,99.46
127.48,142.74
119.19,158.08
126.92,168.83
148.04,171.98
171.03,169.49
179.42,158.86
170.78,143.25
148.66,127.72
132.94,162.67
163.38,162.62
112.93,206.21
124.52,196.56
138.06,192.6
147.81,194.98
157.9,192.81
172.5,197.15
186.08,207.04
175.8,214.65
163.3,219.2
147.63,220.38
132.73,218.89
121.63,213.94
130.64,205.86
147.94,207.29
166.33,206.17
166.46,203.22
147.87,203.18
130.51,202.76
147.16,154.68
94.25,101.26
116.1,100.72
115.08,109.79
94.94,110.2
208.96,101.96
186.68,101.25
187.78,110.35
208.24,111.04
