57.21,111.71
55.65,143.98
58.94,174.1
65.26,203.29
78.49,228.25
98.33,247.86
122.8,262.74
151.94,267.7
181.96,263.25
208.03,248.9
229.03,229.4
243,204.22
249.39,174.66
252.69,144.54
251.06,112.21
230.81,87.56
214.6,79.49
191.16,79.8
172.54,83.57
73.68,86.36
88.86,78.62
111.78,79.21
130.13,83.22
87.54,106.89
105.42,97.82
125.09,107.3
105.52,110.96
106.08,103.87
216.84,107.71
198.37,98.45
178.84,107.73
198.25,111.59
197.87,104.5
151.31,101.07
130.06,144.98
121.82,159.05
129.53,168.96
150.65,172.78
172.8,169.29
180.83,159.26
172.37,145.16
150.69,129.75
135.52,163.67
166.11,163.71
111.77,198.87
125.79,190.22
140.93,187.85
151.1,189.96
161.4,187.98
177.25,190.54
192.43,199.42
181.4,206.48
167.87,210.57
151.34,211.84
135.13,210.25
122.38,206.03
131.8,198.85
151.42,200.05
171.5,199.2
171.17,196.5
151.25,197.21
131.77,196.23
150.18,156.94
94.87,100.49
116.84,100.27
115.55,109.56
95.7,109.76
209.12,101.23
186.99,100.76
188.27,110.08
208.29,110.52
