50.95,103.3
47.59,134.65
50.51,165.37
58.67,196.26
74.39,223.41
97.32,244.31
123.53,261.33
152.6,266.27
182.6,261.57
210.64,245.39
235.16,224.61
252.06,196.94
260.06,164.59
262.29,133.36
257.92,101.55
230.12,83.94
213.31,76.56
188.57,78
169.21,82.69
72.52,84.7
87.12,77.49
110.9,78.59
129.91,82.93
84.95,106.71
103.35,98.49
123.5,106.11
103.59,111.02
104.2,104.13
217.48,105.69
197.74,97.77
178.14,105.78
197.89,110.33
197.23,103.46
149.75,97.38
127.03,139.14
117.01,153.86
125.22,164.46
149.88,168.88
175.93,164.18
184.32,153.24
173.48,138.66
149.24,125.75
133.26,160.2
166.63,159.66
106.99,194.53
123.65,188.75
139.76,186.8
150.71,189.18
161.8,186.6
179.04,188.33
197.64,193.96
185.55,204.24
170.3,210.47
151.32,212.22
132.77,210.58
118.54,204.57
129.62,197.83
151.28,199
173.68,197.65
173.26,195.42
151.04,197.17
129.52,195.74
148.87,152.16
92.8,101
114.94,100.2
114.09,109.23
93.62,109.69
208.78,100.11
186.26,99.69
187.38,108.69
208.17,108.87
