53.19,108.21
49.71,140.19
53.09,170.34
60.39,200.5
74.88,225.81
97.31,244.02
124.69,256.31
152.7,260.62
181.62,256.52
208.42,244.36
230.26,226.12
244.14,201.07
250.55,171.79
253.19,142.42
249.87,111.03
226.4,85.14
211.08,76.9
188.09,77.38
170.62,81.54
77.66,85.45
91.33,77.35
113.65,77.6
130.88,81.6
89.51,107.58
106.03,99.27
124.99,105.76
106.67,110.78
106.96,104.64
214.21,107.05
196.58,98.92
178.16,105.69
196.37,110.46
195.96,104.32
150.88,96.93
131.04,133.62
122.25,148.02
130.08,157.94
150.98,159.52
172.83,157.85
180.86,147.67
171.42,133.35
150.5,119.85
137.31,151.18
164.71,150.88
115.64,191.49
128.86,182.42
142.42,178.55
151.28,180.6
160.31,178.45
174.58,182.28
189.18,191.27
178.8,197.62
166.44,200.92
151.55,201.92
136.96,200.93
125.43,197.7
134.27,189.6
151.54,190.04
169.31,189.55
169.23,188.56
151.5,188.48
134.22,188.68
150.22,141.8
96.34,101.91
116.72,100.72
116.25,108.79
97.41,109.89
206.68,101.44
186.03,100.54
186.75,108.56
205.83,109.51
