55.01,108.07
52.63,141.19
56.8,172.68
64.91,204.02
79.42,230.48
99.93,251.62
124.14,267.75
152.44,272.85
181.19,267.57
206.22,251.49
227.09,230.12
241.66,203.25
249.26,171.3
252.78,139.65
249.62,106.44
226.87,84.09
211.43,76.76
188.41,77.32
170.25,81.15
74.05,84.84
88.51,77.37
111.25,77.64
129.33,81.29
86.9,106.57
104.35,98.18
123.48,106.36
104.48,111.04
104.98,104.03
214.55,105.91
196.5,97.73
177.61,106.14
196.63,110.61
196.16,103.61
150,99.01
129.46,143.84
120.76,158.98
128.8,169.3
150.35,172.79
172.56,169.11
180.65,158.53
171.47,143.54
149.89,128.34
135.02,163.52
165.75,163.25
114.55,203.41
127.53,195.61
141.18,192.48
150.84,194.56
160.54,192.37
174.7,195.36
188.66,203.08
178.81,211.04
166.49,216.16
151.19,217.8
136.07,216.23
124.21,211.26
133.49,203.77
151.13,205.23
169.04,203.68
168.88,201.59
151.02,202.41
133.39,201.76
149.85,156.21
94.12,100.66
115.37,100.18
114.36,109.24
94.83,109.66
206.94,100.09
185.55,99.85
186.72,108.9
206.39,109.13
