51.59,105.33
48.26,138.7
51.66,170.78
58.97,203.26
73.5,230.74
94.99,252.21
120.89,268.43
150.62,273.73
180.58,268.62
207.12,252.78
229.22,231.56
244.37,204.11
252.03,171.27
255.47,138.97
252.21,105.35
228.81,85.66
213.16,78.46
189.68,78.57
171.35,81.93
74.05,85.62
89.18,78.61
112.38,78.69
130.63,81.99
86.73,106.26
104.68,97.81
124.05,105.99
104.78,110.82
105.03,103.64
215.44,106.11
197.13,97.69
177.97,105.97
197.18,110.73
196.81,103.54
150.93,98.49
129.5,142.71
120.54,157.99
128.69,168.57
150.85,171.88
173.16,168.58
181.39,158
172.28,142.68
150.79,127.65
135.48,162.74
166.13,162.64
112.2,202.95
126.32,195.05
140.73,192.04
150.62,194.3
160.58,192.01
175.08,195.04
189.48,202.89
179.19,210.96
166.52,215.9
150.53,217.39
134.62,215.94
122.16,210.98
131.95,203.31
150.58,204.58
169.33,203.25
169.29,201.17
150.64,201.84
132.13,201.2
150.67,155.1
94.25,100.29
115.9,99.78
114.87,108.98
94.94,109.39
207.71,100.14
185.95,99.73
187.08,108.91
207.07,109.28
