49.71,110.58
46.37,143.84
49.71,175.01
57.36,206.35
72.37,232.91
94.79,253.17
121.93,267.76
151.8,272.34
181.28,267.22
207.63,251.96
229.29,231.29
243.56,204.59
250.74,173.5
253.76,142.39
250.1,109.32
226.67,84.78
211.81,77.62
189.11,77.5
171.23,80.84
74.51,86.05
89.95,78.44
113.06,77.99
131.15,81.11
87.34,107.16
105.27,98.52
124.14,106.24
105.44,111.08
105.68,104.21
214.56,106.35
196.96,97.94
177.99,105.88
196.88,110.49
196.64,103.62
151.26,97.78
130.28,140.95
120.82,156.27
129.24,166.79
151.79,169.4
173.91,166.48
182.08,155.93
172.63,140.72
151.62,125.69
136.72,160.4
166.71,160.31
112.41,201.55
127.03,192.94
141.87,189.52
151.75,191.79
161.53,189.42
176.08,192.63
190.23,201.05
180.14,209.2
167.59,214.17
151.76,215.67
135.78,214.42
122.81,209.61
132.8,201.92
151.65,202.94
170.27,201.64
170.22,198.88
151.7,199.39
132.96,199.12
151.96,151.9
94.93,101.14
116.21,100.36
115.25,109.19
95.75,109.9
207.17,100.43
186,99.91
187.03,108.73
206.42,109.18
